MR,ML,SU,Microphone,Eye,ECG,PressureSensor
0.0083054,1.3923,-0.10337,-0.00040364,0.0014875,0.18485,
-0.0056382,1.5023,-0.18373,-0.00041521,0.0016049,0.18485,
-0.02916,1.3147,-0.15838,-0.00041568,0.001626,0.18483,
-0.055588,0.74367,-0.062516,-0.00041068,0.0016127,0.18482,
-0.065404,-0.090733,-0.07457,-0.00042236,0.0016673,0.18482,
-0.051895,-0.96338,-0.29798,-0.0004282,0.0018097,0.1848,
-0.03263,-1.6765,-0.52431,-0.00041914,0.0019208,0.18479,
-0.025651,-2.0954,-0.42691,-0.00041234,0.0019423,0.18478,
-0.031636,-2.1691,-0.018956,-0.00042224,0.0018874,0.18475,
-0.047386,-1.9607,0.32221,-0.00043321,0.0018243,0.18473,
-0.076966,-1.5857,0.35341,-0.00042069,0.0017419,0.18472,
-0.11646,-1.1132,0.2352,-0.0004195,0.0016205,0.18469,
-0.14108,-0.58744,0.20374,-0.00042689,0.0015248,0.18467,
-0.12456,-0.10235,0.24545,-0.0004251,0.0014958,0.18468,
-0.071892,0.24858,0.26119,-0.00043058,0.001498,0.18467,
-0.020701,0.47626,0.29422,-0.00044048,0.0015255,0.18465,
-0.0013444,0.66012,0.36936,-0.00041294,0.0015808,0.18464,
-0.0043932,0.83192,0.32807,-0.00040233,0.0016272,0.18464,
-0.00096372,0.96532,0.087072,-0.00043797,0.0016338,0.18464,
0.014303,1.0426,-0.11931,-0.00046027,0.0016282,0.18464,
0.022713,1.0635,-0.030333,-0.00042629,0.0016236,0.18466,
0.018764,1.025,0.25285,-0.00040436,0.0016229,0.18466,
0.019466,0.94523,0.42394,-0.00042665,0.0016688,0.18463,
0.032488,0.86593,0.37749,-0.00044131,0.0017338,0.18461,
0.041696,0.78329,0.22436,-0.0004313,0.0017744,0.18459,
0.034143,0.62995,0.041391,-0.00042081,0.0017518,0.1846,
0.019719,0.38076,-0.16271,-0.00042987,0.0016948,0.18461,
0.012545,0.13277,-0.3304,-0.00043297,0.0016441,0.1846,
0.010572,0.017499,-0.40011,-0.00043178,0.0016065,0.18459,
0.0063805,0.056992,-0.41037,-0.0004245,0.0015393,0.18457,
0.0043177,0.1637,-0.42522,-0.00042582,0.0014622,0.18455,
0.012316,0.28155,-0.41044,-0.00043797,0.0013964,0.18455,
0.025823,0.48581,-0.28608,-0.00043678,0.0013173,0.18454,
0.03458,0.91104,-0.050761,-0.00042999,0.0012305,0.18453,
0.039127,1.5587,0.22877,-0.00043118,0.0011684,0.18453,
0.046429,2.18,0.50325,-0.00042462,0.0011743,0.18452,
0.055047,2.3999,0.73482,-0.00041759,0.0012488,0.18452,
0.058808,1.9914,0.83475,-0.00043082,0.0014173,0.18451,
0.059165,1.0092,0.69499,-0.00043297,0.0016073,0.18451,
0.060602,-0.3309,0.31234,-0.00042367,0.001773,0.18452,
0.060105,-1.803,-0.15792,-0.00042748,0.0019101,0.18453,
0.05209,-3.1721,-0.51907,-0.00043082,0.0020436,0.18452,
0.037154,-4.1727,-0.70928,-0.00042462,0.0020696,0.18451,
0.018981,-4.6085,-0.82585,-0.0004257,0.0019226,0.18451,
0.00072863,-4.4566,-0.95123,-0.00043976,0.001696,0.1845,
-0.011645,-3.8348,-1.0015,-0.00043404,0.0014923,0.18448,
-0.012023,-2.8998,-0.82832,-0.00043583,0.001369,0.18446,
-0.0027032,-1.797,-0.46478,-0.00043011,0.0012921,0.18446,
0.0079657,-0.66528,-0.15791,-0.00042844,0.0012574,0.18447,
0.016649,0.35353,-0.097535,-0.00043404,0.0012491,0.18448,
0.02658,1.118,-0.20106,-0.00043535,0.0012653,0.18449,
0.040303,1.5219,-0.2413,-0.00043166,0.0013148,0.18449,
0.057213,1.5551,-0.11107,-0.00043118,0.0013745,0.18448,
0.07553,1.3155,0.12884,-0.00043678,0.0014435,0.1845,
0.092317,0.93118,0.40134,-0.00043845,0.0014786,0.18449,
0.10392,0.48278,0.68064,-0.00043678,0.001563,0.18447,
0.10796,0.024363,0.89164,-0.00043762,0.00165,0.18445,
0.1035,-0.36443,0.86448,-0.00043786,0.0016228,0.18442,
0.090845,-0.59884,0.50018,-0.0004288,0.0014553,0.1844,
0.072259,-0.63584,-0.059201,-0.0004319,0.001315,0.1844,
0.049892,-0.46541,-0.52626,-0.00043499,0.0012783,0.18439,
0.023009,-0.10458,-0.71125,-0.00043356,0.0012928,0.1844,
-0.0086933,0.35639,-0.60866,-0.00044203,0.0013131,0.18441,
-0.040025,0.77014,-0.33119,-0.00043643,0.0013463,0.18442,
-0.062733,1.0557,-0.059808,-0.00043261,0.0013449,0.18442,
-0.071361,1.2399,0.033219,-0.00043583,0.0013648,0.18442,
-0.063521,1.3263,-0.06606,-0.00042868,0.001472,0.18444,
-0.039595,1.2211,-0.18616,-0.00043404,0.0016282,0.18446,
-0.0089979,0.86415,-0.15612,-0.00043786,0.0017101,0.18448,
0.0091313,0.3469,0.027076,-0.00044465,0.0017161,0.1845,
0.003605,-0.16869,0.23718,-0.00044477,0.0017172,0.1845,
-0.012454,-0.57728,0.36332,-0.00043392,0.0017307,0.1845,
-0.016131,-0.82962,0.38954,-0.00043142,0.0017611,0.18446,
-0.0048719,-0.89317,0.3683,-0.00043631,0.0017345,0.18446,
0.0024596,-0.7792,0.35367,-0.0004431,0.0016448,0.18447,
-0.0057296,-0.56178,0.36813,-0.00043762,0.0015833,0.18448,
-0.020614,-0.32394,0.40446,-0.00042522,0.001561,0.18449,
-0.029968,-0.10333,0.42921,-0.0004245,0.0015697,0.18449,
-0.032265,0.098244,0.40294,-0.0004245,0.0015612,0.18448,
-0.03039,0.27708,0.32107,-0.00042892,0.001505,0.18448,
-0.024207,0.41419,0.21278,-0.00042737,0.0014805,0.18447,
-0.013723,0.49148,0.093312,-0.00043333,0.0014794,0.18448,
-0.0021166,0.51226,-0.045294,-0.00044429,0.0014771,0.18447,
0.0066061,0.50149,-0.19264,-0.00044489,0.001476,0.18447,
0.0099306,0.48684,-0.30633,-0.00043333,0.0014688,0.18447,
0.0087641,0.48836,-0.33993,-0.00043547,0.001458,0.18448,
0.0091678,0.52078,-0.2625,-0.00043201,0.0014676,0.18449,
0.017858,0.58342,-0.073669,-0.0004307,0.0014591,0.18449,
0.033627,0.64524,0.16845,-0.00042248,0.0014521,0.18449,
0.047691,0.66533,0.35577,-0.00042081,0.0014431,0.18451,
0.054232,0.63321,0.4011,-0.00041389,0.0014387,0.18451,
0.0556,0.56854,0.30105,-0.00041211,0.0014397,0.18449,
0.054977,0.49221,0.12852,-0.00041175,0.0014569,0.18447,
0.04906,0.43633,-0.022674,-0.00041735,0.0014148,0.18447,
0.031984,0.46981,-0.09867,-0.00044215,0.0013593,0.18447,
0.0043784,0.64731,-0.12085,-0.00047338,0.0012707,0.18446,
-0.023212,0.91647,-0.1532,-0.00047171,0.0012099,0.18445,
-0.035729,1.134,-0.21401,-0.00044513,0.0012429,0.18443,
-0.027126,1.1894,-0.23928,-0.00042284,0.0012976,0.18444,
-0.011734,1.0469,-0.16,-0.00044751,0.0013697,0.18447,
-0.011922,0.66275,-0.0027287,-0.000458,0.0014644,0.18446,
-0.027575,-0.013239,0.11135,-0.00043058,0.0015903,0.18445,
-0.034253,-0.89463,0.070917,-0.00039816,0.0017171,0.18445,
-0.023067,-1.728,-0.128,-0.00040174,0.0018377,0.18445,
-0.019423,-2.2883,-0.39041,-0.00039637,0.001984,0.18445,
-0.042456,-2.5284,-0.60707,-0.00037527,0.002072,0.18448,
-0.069478,-2.499,-0.69827,-0.00037336,0.0019702,0.1845,
-0.067886,-2.2407,-0.60137,-0.00042737,0.0017906,0.1845,
-0.044128,-1.8185,-0.30861,-0.000507,0.0016301,0.18449,
-0.031836,-1.3481,0.051167,-0.00051463,0.0015632,0.18448,
-0.043371,-0.9113,0.25606,-0.00042331,0.0015497,0.18447,
-0.060372,-0.51744,0.20095,-0.00040495,0.0015275,0.18448,
-0.065288,-0.18155,0.036204,-0.00049901,0.0014834,0.18449,
-0.059322,0.052343,0.0042069,-0.00050986,0.0014687,0.18449,
-0.052222,0.19251,0.12978,-0.00040233,0.0014799,0.18448,
-0.049927,0.3093,0.19471,-0.00035894,0.0014718,0.18446,
-0.050577,0.43505,0.07369,-0.00040781,0.0014536,0.18445,
-0.045993,0.53171,-0.065213,-0.00039697,0.0014824,0.18446,
-0.031706,0.57075,-0.023178,-0.00035119,0.0015482,0.18446,
-0.017175,0.57319,0.12286,-0.00036597,0.0015981,0.18445,
-0.018049,0.56415,0.16079,-0.00038695,0.0015843,0.18443,
-0.036075,0.55013,0.066486,-0.00039065,0.0015432,0.18442,
-0.053112,0.54316,-0.024652,-0.00048721,0.0015256,0.18442,
-0.048704,0.55681,-0.075452,-0.00058424,0.0015379,0.18442,
-0.022251,0.58173,-0.14453,-0.00042999,0.0015546,0.18443,
0.0054425,0.6013,-0.18271,-0.00030231,0.0015761,0.18444,
0.015182,0.61493,-0.072736,-0.00048888,0.0016122,0.18443,
0.010239,0.6112,0.13662,-0.00059485,0.0016677,0.18443,
0.0078197,0.54381,0.25542,-0.00040281,0.0016756,0.18443,
0.013604,0.37932,0.22708,-0.00029886,0.0016166,0.18446,
0.015132,0.15648,0.1781,-0.00042796,0.0015162,0.18446,
0.00066531,-0.03846,0.16631,-0.00045121,0.0014585,0.18445,
-0.023445,-0.14659,0.09164,-0.00032544,0.0014827,0.18444,
-0.036531,-0.16304,-0.067008,-0.00034881,0.0015345,0.18443,
-0.022843,-0.11506,-0.133,-0.0004555,0.0015492,0.18445,
0.011806,-0.04876,0.0068089,-0.00037813,0.0015147,0.18447,
0.042737,-0.012907,0.17436,-0.00030112,0.0014898,0.18448,
0.049407,-0.013676,0.11789,-0.00044847,0.0014837,0.18449,
0.034893,-0.0054142,-0.10968,-0.00062692,0.0015221,0.18449,
0.018339,0.034696,-0.18419,-0.00052238,0.0015837,0.18449,
0.011221,0.050994,0.042155,-0.00030756,0.0016235,0.18448,
0.0077633,-0.019342,0.30479,-0.00039184,0.0016177,0.18447,
-0.0032627,-0.14184,0.27933,-0.00058281,0.0015839,0.18444,
-0.023236,-0.21639,0.032033,-0.00047112,0.0015426,0.18444,
-0.040273,-0.20873,-0.11051,-0.00030208,0.0015194,0.18444,
-0.04053,-0.18602,-0.054813,-0.0003984,0.0015361,0.18442,
-0.024495,-0.21201,-0.010392,-0.0004735,0.0015254,0.1844,
-0.0083086,-0.26671,-0.090064,-0.00034642,0.0015008,0.18439,
-0.0047863,-0.29119,-0.16399,-0.00033224,0.0014979,0.18438,
-0.0086811,-0.25916,-0.15921,-0.00045264,0.0015049,0.18438,
-0.0061994,-0.17546,-0.19287,-0.00045359,0.0014839,0.18438,
0.0073858,-0.042224,-0.30162,-0.00036144,0.0014569,0.18438,
0.026734,0.14975,-0.30292,-0.00035715,0.0014107,0.18437,
0.047765,0.41478,-0.061878,-0.00039744,0.0013702,0.18437,
0.070957,0.7385,0.29492,-0.00046957,0.0013552,0.18438,
0.094087,1.0127,0.54364,-0.00053847,0.0013657,0.18438,
0.10988,1.057,0.59656,-0.00045669,0.0013839,0.18438,
0.114,0.78567,0.50105,-0.00033224,0.0013905,0.18437,
0.10971,0.31124,0.33551,-0.00037861,0.0014086,0.18439,
0.10062,-0.19004,0.16861,-0.00048602,0.0014282,0.1844,
0.084019,-0.64215,0.036442,-0.0004493,0.0014896,0.18441,
0.057409,-1.0311,-0.075979,-0.00037777,0.0016372,0.1844,
0.02857,-1.3188,-0.1895,-0.00039816,0.0017161,0.18437,
0.011842,-1.4915,-0.28111,-0.00041759,0.0016127,0.18434,
0.012631,-1.5725,-0.31753,-0.00037253,0.0014302,0.18433,
0.019754,-1.4893,-0.30687,-0.00031435,0.0012735,0.18434,
0.017018,-1.0634,-0.27746,-0.00032341,0.0012017,0.18434,
0.0021866,-0.27059,-0.2345,-0.00039852,0.0011932,0.18432,
-0.009879,0.57748,-0.17886,-0.0004946,0.0011603,0.1843,
-0.0058312,1.078,-0.15483,-0.00053871,0.001129,0.1843,
0.010116,1.1479,-0.2184,-0.00035477,0.0011361,0.1843,
0.025275,1.0449,-0.32036,-0.00033522,0.0011969,0.18429,
0.03604,0.95345,-0.29572,-0.00054646,0.0012949,0.18429,
0.045328,0.72135,-0.079988,-0.00054288,0.0014971,0.18429,
0.050271,0.12481,0.14063,-0.00035119,0.0018255,0.1843,
0.046065,-0.75723,0.16147,-0.00035524,0.0019706,0.18429,
0.035452,-1.6099,0.055326,-0.0004456,0.001878,0.1843,
0.022286,-2.2036,0.030407,-0.00042403,0.0017606,0.1843,
0.0035117,-2.4503,0.098469,-0.00035536,0.001712,0.1843,
-0.022277,-2.2684,0.12279,-0.00041497,0.0017368,0.18431,
-0.048306,-1.6678,0.090968,-0.00042427,0.0016974,0.18431,
-0.070386,-0.91186,0.092495,-0.00031424,0.0016134,0.1843,
-0.091636,-0.32398,0.11193,-0.00025165,0.0015903,0.18429,
-0.1087,0.060665,0.07202,-0.00035632,0.0015552,0.18428,
-0.10934,0.43052,0.013368,-0.00054014,0.0015091,0.18428,
-0.093187,0.83674,0.030391,-0.00055981,0.0014304,0.18429,
-0.077834,1.1502,0.087327,-0.00034022,0.0013069,0.18427,
-0.074571,1.3597,0.08419,-0.00029647,0.0011306,0.18424,
-0.074373,1.6673,0.056316,-0.00050151,0.00089192,0.18422,
-0.066345,2.2421,0.11537,-0.00053811,0.0007354,0.18421,
-0.053711,3.0155,0.21653,-0.00035429,0.00071263,0.18422,
-0.044233,3.7134,0.18574,-0.00038803,0.00076544,0.18422,
-0.039244,3.9973,-0.008024,-0.00050211,0.00085449,0.1842,
-0.037453,3.6246,-0.19809,-0.00040042,0.0010048,0.18419,
-0.037902,2.5935,-0.27175,-0.00026536,0.0012575,0.18418,
-0.037104,1.1479,-0.29472,-0.00035381,0.0016444,0.1842,
-0.033188,-0.39979,-0.33308,-0.00043178,0.0020555,0.18428,
-0.032788,-1.8524,-0.32714,-0.00035048,0.0022135,0.1842,
-0.045792,-3.1162,-0.22191,-0.00026155,0.0022484,0.18417,
-0.072601,-4.0452,-0.080589,-0.00026441,0.0021654,0.18415,
-0.097903,-4.4116,0.013918,-0.00040913,0.0019492,0.18415,
-0.097572,-4.101,0.066068,-0.00056195,0.0017153,0.18415,
-0.061549,-3.2608,0.11428,-0.00046825,0.0015603,0.18413,
-0.013809,-2.1767,0.15465,-0.00027442,0.0014911,0.18412,
0.0086712,-1.0792,0.16682,-0.0003593,0.0014869,0.1841,
0.0035553,-0.12842,0.15763,-0.00053251,0.0014397,0.18409,
0.0053877,0.55222,0.14643,-0.00047719,0.0013744,0.1841,
0.033187,0.95751,0.14121,-0.00038111,0.0013486,0.18411,
0.065242,1.2276,0.14184,-0.0003897,0.0013363,0.18411,
0.076196,1.49,0.1438,-0.00038803,0.0013713,0.18409,
0.070819,1.7308,0.13867,-0.00030899,0.001388,0.18408,
0.067817,1.8708,0.12808,-0.00029445,0.0013603,0.18407,
0.072212,1.8877,0.12998,-0.00039005,0.0013111,0.18407,
0.077858,1.8138,0.15321,-0.00036252,0.0012966,0.18405,
0.082784,1.6843,0.1764,-0.00026071,0.0013062,0.18403,
0.088103,1.5294,0.17402,-0.00024509,0.0013392,0.18401,
0.088676,1.3685,0.15453,-0.0003767,0.0013901,0.184,
0.077213,1.1889,0.14719,-0.00054979,0.0014354,0.18401,
0.05683,0.96858,0.15897,-0.00051272,0.0014571,0.18402,
0.039879,0.731,0.17235,-0.0003047,0.0014896,0.18401,
0.031587,0.5425,0.17774,-0.00036228,0.0015063,0.184,
0.023167,0.4487,0.17666,-0.00052965,0.0014807,0.18402,
0.0072779,0.4347,0.15776,-0.00045633,0.0014552,0.18404,
-0.0075805,0.45363,0.1023,-0.00031543,0.0014113,0.18404,
-0.0087195,0.48144,0.016066,-0.00035667,0.0013391,0.18403,
0.00072864,0.53355,-0.066651,-0.00040042,0.0013289,0.18403,
0.0073591,0.62098,-0.1107,-0.00030315,0.0013543,0.18403,
0.0093195,0.69562,-0.10127,-0.00025487,0.001381,0.18404,
0.017554,0.66544,-0.054057,-0.00036156,0.0013964,0.18403,
0.037072,0.48159,-0.015524,-0.00035155,0.0014503,0.18402,
0.060409,0.18502,-0.018946,-0.0002557,0.0014758,0.18402,
0.077968,-0.16454,-0.021149,-0.00025702,0.0014811,0.18402,
0.08453,-0.57076,0.059265,-0.00031745,0.0015376,0.18402,
0.079772,-1.0445,0.19941,-0.00041139,0.0016019,0.184,
0.070786,-1.4932,0.25219,-0.00052595,0.0016288,0.18399,
0.067196,-1.7717,0.15455,-0.0005095,0.0015898,0.18398,
0.067031,-1.8494,0.057409,-0.00035381,0.001531,0.18398,
0.056748,-1.8181,0.10993,-0.00030982,0.0015161,0.18399,
0.030526,-1.7291,0.21295,-0.00044668,0.0015355,0.18399,
-0.0017649,-1.5404,0.17028,-0.00048208,0.0015442,0.18399,
-0.029879,-1.2428,-0.0021589,-0.00035274,0.001495,0.18399,
-0.053041,-0.91526,-0.1237,-0.00030959,0.0014169,0.18397,
-0.069668,-0.60788,-0.1273,-0.0003438,0.0013571,0.18396,
-0.071912,-0.27029,-0.089311,-0.00027084,0.0013044,0.18396,
-0.059337,0.13392,-0.056691,-0.00025046,0.0012743,0.18396,
-0.046861,0.49945,-0.031002,-0.00033128,0.0012715,0.18395,
-0.048167,0.64852,-0.059142,-0.000314,0.0012956,0.18396,
-0.057729,0.52436,-0.18733,-0.00031245,0.0013707,0.18396,
-0.059102,0.24604,-0.37239,-0.00029516,0.0014486,0.18397,
-0.046238,-0.048817,-0.53338,-0.00028121,0.0015286,0.18396,
-0.026997,-0.34077,-0.64175,-0.00043869,0.0016083,0.18394,
-0.0098074,-0.65807,-0.7079,-0.00058377,0.0016345,0.18394,
0.0026089,-0.94138,-0.72981,-0.00045681,0.0016019,0.18395,
0.0092719,-1.0645,-0.69071,-0.00029516,0.0014656,0.18394,
0.010943,-0.95594,-0.5801,-0.00035775,0.0012786,0.18394,
0.011957,-0.62304,-0.40866,-0.00044429,0.0011333,0.18393,
0.014155,-0.085825,-0.21109,-0.00037694,0.0010577,0.18394,
0.011942,0.61175,-0.020067,-0.00032806,0.0010437,0.18394,
-0.00035267,1.3101,0.1599,-0.00033689,0.00099409,0.18393,
-0.018908,1.7445,0.32468,-0.00029421,0.00091338,0.18393,
-0.032777,1.7186,0.43097,-0.00025463,0.00093055,0.18394,
-0.034803,1.2503,0.42793,-0.00027978,0.0010571,0.18394,
-0.028442,0.51336,0.32354,-0.00031841,0.0012465,0.18392,
-0.023389,-0.33241,0.18492,-0.00034964,0.0015488,0.1839,
-0.024659,-1.186,0.0748,-0.00033987,0.0019066,0.1839,
-0.028249,-1.9257,0.00711,-0.0002526,0.0021304,0.18392,
-0.028257,-2.4348,-0.043667,-0.00028408,0.0021554,0.18392,
-0.023892,-2.7326,-0.10695,-0.00048935,0.0020503,0.18393,
-0.017468,-2.9078,-0.18668,-0.00058913,0.0019343,0.18394,
-0.010829,-2.888,-0.25836,-0.00039887,0.0017871,0.18393,
-0.0069104,-2.5073,-0.29369,-0.00028145,0.0015905,0.18392,
-0.0095618,-1.8719,-0.28277,-0.00037837,0.0013716,0.18391,
-0.017346,-1.3605,-0.22532,-0.00044525,0.0012974,0.18391,
-0.021486,-1.1178,-0.11257,-0.00037634,0.0012295,0.18391,
-0.015381,-0.84033,0.060192,-0.00032902,0.0011979,0.1839,
-0.0038351,-0.26373,0.26413,-0.00031233,0.0012488,0.18389,
0.0029282,0.40546,0.43756,-0.00027382,0.0014395,0.18389,
0.0026818,0.7922,0.5185,-0.00025654,0.0015806,0.18388,
0.0013796,0.87023,0.47412,-0.00029171,0.0015482,0.18387,
0.00023183,0.89959,0.31664,-0.00033867,0.0014404,0.18386,
-0.0083688,1.0172,0.10599,-0.00036681,0.0013731,0.18387,
-0.028418,1.1827,-0.078261,-0.00036907,0.0013459,0.18389,
-0.051237,1.387,-0.18884,-0.00035393,0.0014318,0.18389,
-0.064311,1.5998,-0.23667,-0.00037873,0.0015259,0.18389,
-0.063806,1.6174,-0.26057,-0.00042021,0.0014551,0.18386,
-0.053414,1.2826,-0.27705,-0.00040305,0.0014151,0.18386,
-0.036617,0.78051,-0.26746,-0.00040162,0.001388,0.18387,
-0.016111,0.4337,-0.20701,-0.00041318,0.0013502,0.18387,
0.0038045,0.28512,-0.096273,-0.00037718,0.0014307,0.18385,
0.020287,0.1437,0.027111,-0.00034297,0.0016241,0.18384,
0.034761,-0.045719,0.10677,-0.00038517,0.0017565,0.18384,
0.048704,-0.1409,0.12478,-0.0003947,0.0016963,0.18385,
0.058762,-0.055706,0.1404,-0.0003432,0.0015688,0.18383,
0.058994,0.1506,0.22266,-0.00032854,0.0014875,0.1838,
0.04718,0.41282,0.33596,-0.0003345,0.001417,0.18377,
0.028281,0.71009,0.35694,-0.00031066,0.0013609,0.18377,
0.012058,0.98026,0.23099,-0.000319,0.001357,0.18379,
0.005611,1.1227,0.046604,-0.00034165,0.0013926,0.18381,
0.0064359,1.1162,-0.087553,-0.00032628,0.0014488,0.18382,
0.0034504,1.0557,-0.16498,-0.00030565,0.0014235,0.18382,
-0.013341,1.0415,-0.20159,-0.00032294,0.001403,0.18382,
-0.041542,1.0774,-0.12301,-0.00038207,0.0014279,0.18381,
-0.063547,1.0974,0.10675,-0.00045025,0.0014507,0.18381,
-0.059662,1.0488,0.30606,-0.00052226,0.0014515,0.18379,
-0.028456,0.92214,0.25739,-0.00050056,0.001431,0.18378,
0.0095742,0.75156,0.048186,-0.00036967,0.0013475,0.18378,
0.032877,0.64568,-0.034818,-0.00036705,0.0012413,0.18377,
0.040433,0.7773,0.055648,-0.0004437,0.0011547,0.18375,
0.048929,1.233,0.090746,-0.00041771,0.0011051,0.18375,
0.069844,1.8317,-0.027667,-0.000314,0.0010517,0.18373,
0.093247,2.1889,-0.13672,-0.00029719,0.0010436,0.18372,
0.098294,2.0533,-0.12277,-0.00031781,0.0011209,0.18372,
0.079554,1.5191,-0.073706,-0.00032389,0.0012335,0.18372,
0.055852,0.83308,-0.069296,-0.0003531,0.0013512,0.18371,
0.048282,0.11135,-0.059936,-0.00041831,0.0014725,0.18372,
0.055863,-0.63235,-0.0067099,-0.00037861,0.0015807,0.18372,
0.060648,-1.3198,0.053073,-0.00031817,0.0017155,0.18371,
0.052311,-1.8543,0.11633,-0.00033414,0.0017718,0.18373,
0.03723,-2.2454,0.2134,-0.00042522,0.0016776,0.18375,
0.023896,-2.5357,0.2684,-0.00055218,0.0015494,0.18376,
0.010782,-2.6654,0.14109,-0.00057423,0.0014243,0.18376,
-0.0070353,-2.5156,-0.14016,-0.00043392,0.0013225,0.18374,
-0.028058,-2.0473,-0.35203,-0.00033844,0.0012473,0.18374,
-0.047238,-1.3551,-0.35033,-0.0004077,0.0012598,0.18374,
-0.063053,-0.62109,-0.22819,-0.00046194,0.0013125,0.18375,
-0.076371,-0.0057404,-0.13343,-0.00040245,0.0013016,0.18378,
-0.08552,0.44715,-0.065589,-0.00035238,0.001271,0.18379,
-0.087026,0.75795,0.053939,-0.00032651,0.0012676,0.18378,
-0.080924,0.88125,0.21948,-0.00030172,0.0012962,0.18375,
-0.072598,0.74713,0.35371,-0.00034273,0.0013813,0.18375,
-0.067448,0.4297,0.41227,-0.00043762,0.0014729,0.18376,
-0.064818,0.11718,0.38884,-0.00044632,0.0015249,0.18376,
-0.059988,-0.10901,0.28214,-0.00039685,0.0015295,0.18377,
-0.051047,-0.3159,0.13641,-0.00040627,0.001525,0.18377,
-0.04005,-0.53303,0.040223,-0.0004344,0.0015697,0.18376,
-0.028427,-0.69391,0.011788,-0.00043917,0.001624,0.18373,
-0.015083,-0.78159,-0.027924,-0.00044274,0.0016825,0.18371,
0.0011113,-0.86434,-0.107,-0.00047207,0.0017561,0.1837,
0.018534,-0.95556,-0.13732,-0.0005182,0.0017596,0.18371,
0.031976,-0.97881,-0.06055,-0.00049305,0.0016544,0.18373,
0.035108,-0.88466,0.053296,-0.00041914,0.0015355,0.18374,
0.025439,-0.67687,0.11314,-0.00039113,0.0014386,0.18371,
0.0070717,-0.34161,0.11391,-0.00044322,0.0013907,0.18368,
-0.011466,0.10657,0.090707,-0.00046504,0.0013784,0.18365,
-0.022852,0.52715,0.050651,-0.00041556,0.0014167,0.18364,
-0.02662,0.7518,-0.012061,-0.00039923,0.0014453,0.18365,
-0.028501,0.77929,-0.090771,-0.00040805,0.0014151,0.18364,
-0.03173,0.75258,-0.17667,-0.00040567,0.0013567,0.18363,
-0.03172,0.76488,-0.25876,-0.00040233,0.0012832,0.18361,
-0.022638,0.81253,-0.31237,-0.00042045,0.0012482,0.1836,
-0.0054378,0.91033,-0.3168,-0.00041437,0.001233,0.1836,
0.013945,1.1064,-0.28011,-0.00037158,0.0012321,0.18359,
0.030365,1.3668,-0.22519,-0.00038731,0.0012163,0.1836,
0.041219,1.5558,-0.16165,-0.00047863,0.0011983,0.18359,
0.046618,1.5668,-0.090939,-0.00056374,0.0011936,0.18359,
0.049444,1.4094,-0.025781,-0.00054944,0.0012363,0.18358,
0.052692,1.1531,0.020573,-0.00048327,0.0012678,0.18358,
0.056889,0.82937,0.057915,-0.00043738,0.0012637,0.18358,
0.060593,0.42131,0.10706,-0.0004698,0.0012512,0.18359,
0.061245,-0.053184,0.1624,-0.000489,0.0012026,0.18359,
0.057281,-0.46054,0.18923,-0.00045526,0.0011251,0.1836,
0.052567,-0.60146,0.17087,-0.00040829,0.0011846,0.18359,
0.053541,-0.40263,0.13683,-0.00038564,0.0013955,0.18359,
0.057604,-0.067627,0.11374,-0.00038338,0.0015645,0.18358,
0.052523,0.031447,0.068505,-0.00040126,0.0016074,0.18358,
0.033628,-0.31013,-0.03793,-0.00044072,0.0015866,0.18357,
0.013027,-0.91455,-0.14472,-0.00045741,0.0015433,0.18356,
0.0042745,-1.4173,-0.13353,-0.0004226,0.0014905,0.18355,
0.0042788,-1.6562,-0.0069325,-0.00041354,0.0014974,0.18355,
-0.0029702,-1.7497,0.080448,-0.00045729,0.0016,0.18356,
-0.028242,-1.8147,0.029737,-0.00052154,0.0016632,0.18357,
-0.065028,-1.7978,-0.05876,-0.00054777,0.0016276,0.18357,
-0.091764,-1.6285,-0.029734,-0.00053442,0.0015602,0.18357,
-0.087579,-1.3582,0.10787,-0.00049758,0.0015819,0.18358,
-0.051703,-1.0611,0.18145,-0.00046778,0.0015967,0.18358,
-0.0047423,-0.73592,0.044071,-0.00045121,0.0016223,0.18359,
0.032523,-0.38578,-0.26599,-0.00044823,0.0016116,0.18359,
0.053723,-0.083176,-0.52412,-0.00045729,0.0015659,0.18358,
0.059483,0.12499,-0.49646,-0.00045943,0.0015248,0.18357,
0.053255,0.28914,-0.18627,-0.00043523,0.0014666,0.18354,
0.050784,0.46464,0.13252,-0.0004276,0.0014374,0.18351,
0.072385,0.6172,0.2245,-0.00042486,0.0014275,0.18348,
0.11433,0.68496,0.17473,-0.00040853,0.0014331,0.18347,
0.14712,0.67889,0.22068,-0.00042343,0.001465,0.18348,
0.15194,0.65547,0.37973,-0.00044668,0.0015332,0.1835,
0.13769,0.63082,0.44459,-0.00045788,0.0015637,0.18353,
0.11341,0.5905,0.30973,-0.00047386,0.0015599,0.18354,
0.07075,0.55597,0.10469,-0.00050795,0.0015826,0.18353,
0.010214,0.56651,0.010157,-0.00052416,0.0016243,0.18352,
-0.03904,0.60478,0.080076,-0.00051582,0.0016296,0.18352,
-0.048731,0.60951,0.22123,-0.0004859,0.0015779,0.18351,
-0.029193,0.56294,0.26475,-0.00046706,0.001533,0.1835,
-0.017315,0.50444,0.11993,-0.00047588,0.0014687,0.18349,
-0.031044,0.45499,-0.095305,-0.0004648,0.0014346,0.18349,
